81,14,49
80,17,46
84,11,36
85,9,40
81,15,45
79,18,49
78,19,48
77,23,47
82,14,38
80,17,42
81,15,44
80,17,44
77,20,43
89,1,40
88,2,44
86,5,45
84,8,45
83,12,43
89,4,33
88,4,35
87,5,40
85,8,42
83,11,43
82,13,43
78,13,41
87,6,35
85,8,38
84,9,43
83,11,44
81,15,46
80,16,46
78,13,43
86,6,40
84,8,44
83,11,50
81,13,51
79,18,52
79,18,50
78,16,46
85,10,32
83,12,39
80,16,47
78,19,51
79,18,52
79,17,51
77,16,48
83,14,36
82,14,42
79,18,48
78,20,52
78,19,52
79,18,49
77,15,45
80,18,44
79,18,49
77,21,51
77,21,51
76,21,47
91,-2,46
91,-3,50
91,-5,54
90,-2,55
86,3,53
87,4,47
90,-3,54
89,-3,59
90,-4,62
89,-1,59
86,3,56
85,7,49
83,11,43
90,-2,52
89,-2,58
90,-3,61
89,-1,59
85,4,57
83,10,52
81,13,48
90,-1,50
88,0,55
88,0,57
86,2,56
83,9,54
80,15,51
80,15,49
86,5,47
84,8,50
84,7,52
83,9,50
81,15,50
78,20,48
78,20,47
83,12,43
82,13,46
82,12,50
81,14,52
79,18,52
77,21,52
76,21,51
83,13,38
82,13,44
80,17,50
78,20,56
77,20,57
77,20,58
76,18,57
89,0,48
90,-2,52
91,-4,54
92,-5,52
90,-2,51
89,0,46
91,-4,52
91,-4,58
91,-6,59
91,-5,57
90,-2,53
89,0,49
90,-1,49
91,-4,52
90,-3,54
90,-2,54
88,0,51
87,3,48
90,-2,50
90,-3,53
90,-3,54
88,0,51
86,4,48
85,8,45
87,7,34
87,6,38
87,6,40
85,8,43
84,11,43
82,13,42
83,13,42
84,9,44
84,10,45
84,11,43
83,13,40
83,13,38
88,3,43
89,0,46
89,0,50
88,1,51
86,4,51
90,-2,53
90,-3,57
89,-2,58
90,-4,56
87,1,53
85,6,51
88,3,42
87,4,45
86,5,46
84,9,47
83,10,46
88,1,53
88,0,55
90,-2,55
89,0,54
86,4,54
83,9,54
86,6,42
85,6,46
85,7,46
83,11,48
81,13,48
87,5,45
85,7,46
87,4,45
85,7,46
83,10,46
81,15,47
85,8,41
84,9,44
84,8,45
82,12,47
81,15,49
84,10,40
83,11,43
84,10,43
82,12,45
82,13,44
81,16,45
84,11,40
83,11,42
83,12,44
81,15,45
79,18,47
83,13,40
82,14,44
82,14,44
82,13,45
81,15,45
79,18,46
81,16,41
81,15,43
80,18,43
79,20,45
77,22,45
82,15,39
81,16,42
81,15,44
81,15,45
79,18,47
78,20,46
